respondent_id,COUNTY,CITY,D3,D4_primary,D4,D2,Q65,D1,NEWS,SOCIAL,REGION_1,REGION_2,REGION_3,ReOUTLOOK,LIFESAS,LIFEWW,BELONGCOM,BELONGNEED,TRUST,Q7,Q8,Q56_breakfast,Q57_breakfast,Q56_lunch,Q57_lunch,Q56_dinner,Q57_dinner,Q10,Q11_day,Q11_night,HOUSING1,HOUSING2_1,HOUSING2_2,HOUSING2_3,HOUSING2_4
1536,Gaston,,4,White,1,7,1,28086,1,,6.0,1.0,7.0,2,7,8,3,6,7,3,2,6,3,7,2,7,3,4,4,3,8,9.0,7.0,,
1469,Gaston,,5,Black,3,6,4,28092,3,,8.0,,,1,7,7,3,5,5,2,3,3,1,6,1,7,2,2,5,2,8,7.0,3.0,,
1202,Union,,3,White,1,6,1,28103,6,5.0,4.0,2.0,,2,6,6,4,6,5,1,3,4,1,6,2,6,4,5,5,4,6,7.0,10.0,,
230,Mecklenburg,1.0,2,Hispanic,2,6,1,28282,6,5.0,7.0,2.0,,3,5,5,3,7,7,4,1,4,2,6,1,7,2,3,3,2,9,2.0,6.0,4.0,1.0
3262,Lincoln,,1,Hispanic,2,1,3,28093,3,,5.0,1.0,7.0,3,0,0,4,0,0,2,1,3,2,6,1,7,3,2,5,4,7,3.0,7.0,,
1329,Union,,4,White,1,5,1,28103,2,,1.0,7.0,9.0,3,6,6,2,6,4,3,1,4,4,5,4,7,4,4,4,3,4,7.0,5.0,,
189,Mecklenburg,2.0,2,Black,3,4,1,28204,7,,9.0,1.0,,3,5,6,2,7,7,1,4,5,2,6,4,7,1,4,5,4,5,6.0,,,
119,Mecklenburg,1.0,2,White,1,5,1,28226,6,5.0,4.0,2.0,6.0,1,6,6,3,6,8,1,5,6,1,7,2,6,2,5,5,2,6,4.0,1.0,,
3701,Catawba,,3,Asian,4,5,1,28602,6,3.0,8.0,2.0,9.0,4,5,4,1,7,7,3,5,3,1,7,2,6,2,4,4,2,6,9.0,6.0,,
1227,Union,,3,Hispanic,2,1,1,28103,1,,3.0,1.0,6.0,1,6,6,1,8,6,1,3,4,1,4,2,7,4,2,5,3,9,7.0,4.0,,
2843,York,,3,Hispanic,2,4,4,29715,6,5.0,7.0,6.0,9.0,1,6,7,2,8,6,1,3,4,1,7,3,7,2,1,3,4,6,8.0,7.0,5.0,
682,Mecklenburg,1.0,2,Black,3,5,2,28270,6,3.0,9.0,6.0,7.0,1,6,6,4,6,7,3,3,4,1,5,1,6,1,3,4,3,6,4.0,2.0,8.0,5.0
1818,Cabarrus,,2,White,1,3,1,28081,5,,5.0,2.0,,4,7,7,2,7,6,3,5,4,2,4,3,7,4,5,3,3,10,7.0,,,
4072,Stanly,,3,Hispanic,2,4,1,28127,1,,4.0,,,1,6,6,4,5,6,3,4,4,3,7,1,6,4,3,4,4,4,9.0,3.0,6.0,10.0
4576,Lancaster,,5,White,1,3,4,29720,6,2.0,1.0,2.0,6.0,3,6,6,3,8,4,3,1,5,0,5,3,7,4,5,5,4,2,8.0,6.0,1.0,
2884,York,,4,White,1,1,3,29745,7,,1.0,,,1,5,4,3,5,4,2,1,4,2,6,4,5,2,3,4,5,8,7.0,1.0,,
2596,York,,5,White,1,7,4,29745,2,,2.0,4.0,,3,10,10,3,10,9,1,4,3,3,7,1,5,3,4,5,3,9,7.0,9.0,8.0,2.0
3115,Rowan,,4,Hispanic,2,8,4,28144,6,2.0,5.0,,,2,8,9,5,10,7,2,2,3,1,6,3,7,1,1,5,4,3,6.0,3.0,,
404,Mecklenburg,1.0,3,White,1,2,1,28277,7,,2.0,5.0,,3,0,0,3,0,2,2,3,5,2,5,0,6,3,4,4,3,7,9.0,8.0,,
4008,Cleveland,,2,White,1,7,1,28164,3,,7.0,9.0,,1,5,6,3,6,7,4,5,4,0,6,3,7,2,2,5,2,5,1.0,7.0,2.0,
1778,Cabarrus,,3,White,1,7,1,28081,6,3.0,6.0,3.0,4.0,2,7,7,3,7,6,1,5,5,2,5,3,7,4,3,5,1,8,9.0,,,
371,Mecklenburg,2.0,3,Black,3,5,1,28202,1,,6.0,,,2,6,5,4,7,5,3,5,5,2,7,3,7,1,3,4,5,6,2.0,,,
3059,Rowan,,3,White,1,-99,1,28138,3,,2.0,4.0,5.0,1,3,3,1,3,4,3,5,4,2,6,2,7,4,2,4,4,5,3.0,1.0,,
932,Mecklenburg,2.0,3,White,1,-99,1,28207,1,,6.0,7.0,,1,5,5,2,7,5,3,2,6,2,6,1,7,1,3,4,2,6,1.0,5.0,,
1178,Union,,3,White,1,2,1,28173,1,,2.0,3.0,,1,5,4,2,5,5,1,1,5,1,7,4,7,4,4,5,3,6,4.0,10.0,8.0,
3773,Catawba,,2,Black,3,4,1,28602,6,5.0,7.0,4.0,,2,6,6,3,4,4,3,1,4,1,6,3,7,1,2,5,5,8,1.0,9.0,4.0,
2804,York,,3,Asian,4,5,1,29745,1,,1.0,2.0,,1,6,6,3,7,7,1,4,4,3,7,3,6,2,3,5,5,6,4.0,3.0,1.0,
2586,York,,2,Black,3,5,1,29730,6,2.0,6.0,1.0,7.0,4,4,3,5,5,5,1,2,3,1,5,1,7,4,1,3,3,3,2.0,9.0,6.0,4.0
962,Mecklenburg,1.0,4,White,1,2,2,28227,3,,9.0,8.0,,3,2,2,4,1,4,3,1,6,1,6,1,7,4,3,4,1,9,4.0,9.0,,
281,Mecklenburg,1.0,2,Hispanic,2,7,1,28214,6,2.0,7.0,6.0,2.0,1,6,7,3,6,6,2,5,5,1,7,1,7,4,4,3,3,6,4.0,7.0,,
2530,York,,1,White,1,4,1,29745,1,,5.0,2.0,3.0,1,5,5,1,5,8,3,3,5,3,6,4,7,3,2,5,5,5,7.0,,,
148,Mecklenburg,2.0,3,Black,3,7,4,28213,1,,3.0,2.0,1.0,4,8,8,3,8,9,1,5,4,2,5,1,6,2,2,4,2,6,4.0,9.0,7.0,
2217,Iredell,,3,White,1,5,1,28677,1,,5.0,1.0,,2,4,4,1,6,3,3,1,6,4,6,2,7,2,1,3,4,5,2.0,7.0,9.0,6.0
3574,Catawba,,3,White,1,7,3,28610,1,,6.0,7.0,9.0,2,6,7,3,8,9,2,5,5,1,5,3,7,1,2,5,2,7,9.0,5.0,,
4508,Chester,,2,Black,3,5,1,29727,6,4.0,1.0,8.0,,3,6,6,3,7,5,2,4,6,4,4,1,6,2,5,4,3,6,3.0,2.0,9.0,6.0
3111,Rowan,,3,White,1,-98,1,28144,6,3.0,8.0,,,2,6,5,3,6,5,1,4,4,1,6,0,6,4,4,5,4,5,1.0,7.0,3.0,
3635,Catawba,,2,White,1,3,1,28602,6,5.0,8.0,9.0,1.0,4,7,8,1,7,6,2,1,3,3,5,3,7,4,5,4,3,6,8.0,6.0,,
2944,Rowan,,5,White,1,3,1,28144,6,6.0,2.0,,,2,6,6,4,6,5,2,3,6,4,5,1,4,0,1,2,3,5,7.0,4.0,6.0,2.0
2568,York,,5,White,1,5,4,29710,6,2.0,1.0,6.0,7.0,2,9,10,4,9,7,4,4,3,2,6,2,7,2,1,4,2,7,1.0,4.0,,
4660,Lancaster,,3,White,1,5,2,29720,3,,3.0,9.0,,2,8,8,1,6,8,3,2,2,1,7,4,7,3,2,4,4,7,9.0,8.0,,
3909,Cleveland,,2,White,1,2,1,28164,1,,1.0,8.0,2.0,1,4,3,2,5,6,1,1,5,3,5,2,6,1,4,5,4,4,8.0,,,
1557,Gaston,,4,White,1,4,2,28086,6,2.0,6.0,7.0,3.0,3,9,9,4,10,8,2,5,4,2,7,2,6,2,2,3,4,8,5.0,2.0,8.0,
4611,Lancaster,,1,White,1,2,1,29717,1,,1.0,4.0,5.0,2,1,0,3,1,2,1,2,4,2,4,0,7,5,2,4,3,8,3.0,2.0,8.0,
3520,Catawba,,3,White,1,1,1,28613,3,,9.0,3.0,,1,8,8,5,6,8,2,1,4,1,6,5,7,5,4,3,2,4,6.0,,,
2763,York,,2,Black,3,5,3,29732,1,,3.0,4.0,6.0,3,7,8,3,7,7,1,4,6,2,7,2,7,2,1,4,3,7,9.0,10.0,7.0,2.0
3492,Catawba,,5,White,1,3,4,28601,3,,7.0,5.0,2.0,3,5,5,2,4,3,3,5,3,1,7,0,5,2,3,4,4,7,9.0,2.0,8.0,4.0
1346,Union,,1,Hispanic,2,2,2,28110,1,,3.0,1.0,,2,4,4,3,6,6,1,2,6,2,7,2,7,3,2,3,3,8,3.0,2.0,7.0,
3489,Catawba,,3,Hispanic,2,4,1,28609,1,,2.0,1.0,4.0,2,4,5,4,3,5,1,4,4,2,5,3,6,1,1,5,5,9,1.0,,,
329,Mecklenburg,2.0,4,Hispanic,2,3,1,28208,3,,7.0,,,2,5,4,1,3,7,3,3,5,2,7,2,7,1,4,4,4,10,9.0,4.0,,
2662,York,,3,White,1,7,4,29730,1,,3.0,9.0,2.0,1,10,10,4,10,7,3,4,3,2,7,1,7,2,2,4,2,5,7.0,9.0,,
4980,Anson,,1,White,1,1,1,28125,1,,9.0,2.0,,3,5,5,3,3,6,3,2,6,2,6,1,6,4,1,5,4,6,9.0,1.0,6.0,
2838,York,,5,Asian,4,8,4,29715,2,,5.0,2.0,,4,4,5,1,4,6,1,5,4,2,7,4,7,4,3,3,2,5,2.0,3.0,6.0,
2553,York,,3,White,1,5,1,29715,2,,6.0,7.0,,2,8,7,3,9,9,1,2,3,2,7,5,7,1,2,1,4,4,7.0,1.0,4.0,
1387,Union,,3,White,1,5,4,28103,6,2.0,2.0,8.0,6.0,2,7,8,2,6,6,3,3,4,1,7,2,5,3,2,4,3,7,7.0,9.0,,
4687,Lancaster,,2,White,1,3,1,29707,3,,6.0,,,3,4,3,3,6,3,3,1,3,1,7,5,6,3,1,3,1,5,7.0,3.0,10.0,4.0
4480,Chester,,3,White,1,5,1,29706,6,5.0,1.0,4.0,,2,9,9,2,9,8,1,1,3,0,6,1,7,3,1,4,4,3,4.0,5.0,,
3202,Lincoln,,3,Asian,4,6,1,28080,1,,3.0,9.0,2.0,2,8,8,4,7,6,1,2,5,2,7,1,6,2,1,2,1,4,7.0,2.0,10.0,
1924,Cabarrus,,1,White,1,3,4,28075,2,,1.0,4.0,,1,6,7,2,6,5,2,2,3,2,6,1,7,4,4,3,5,7,5.0,1.0,7.0,
307,Mecklenburg,1.0,1,Black,3,1,4,28216,3,,2.0,1.0,3.0,3,6,6,3,4,5,3,4,4,1,6,2,7,3,3,5,2,8,7.0,1.0,9.0,8.0
633,Mecklenburg,2.0,4,Black,3,7,3,28273,1,,5.0,9.0,,3,7,7,4,7,9,2,5,3,1,7,3,7,3,2,3,2,8,7.0,2.0,3.0,9.0
3973,Cleveland,,2,White,1,5,2,28152,1,,2.0,9.0,6.0,1,7,6,3,5,6,3,5,5,3,6,1,7,2,2,4,2,7,2.0,1.0,7.0,
4417,Chester,,2,White,1,4,1,29706,6,1.0,4.0,9.0,,3,3,3,3,3,4,3,2,5,1,5,1,7,4,1,4,3,5,1.0,5.0,,
4356,Chester,,3,Black,3,2,2,29728,6,1.0,2.0,,,2,4,5,3,5,3,3,3,4,1,5,3,7,2,1,4,2,0,4.0,,,
1680,Gaston,,4,Black,3,7,4,28092,1,,1.0,2.0,,4,3,4,2,3,6,3,4,4,3,5,1,5,3,3,5,2,7,5.0,,,
591,Mecklenburg,1.0,1,White,1,5,2,28269,1,,4.0,3.0,7.0,4,6,5,2,5,6,3,5,2,0,7,3,7,4,4,5,2,9,4.0,3.0,1.0,9.0
2960,Rowan,,3,Black,3,5,1,28146,6,2.0,5.0,6.0,3.0,3,3,2,3,2,6,3,2,6,4,6,3,7,3,1,4,5,6,6.0,,,
63,Mecklenburg,1.0,1,White,1,2,2,28216,1,,3.0,9.0,6.0,3,5,5,3,6,4,2,1,4,1,5,1,6,3,2,4,2,9,2.0,,,
1872,Cabarrus,,1,White,1,2,2,28083,6,2.0,2.0,7.0,1.0,2,6,6,4,6,6,2,1,4,1,6,2,6,4,3,4,5,10,1.0,7.0,,
3730,Catawba,,1,White,1,1,3,28613,7,,6.0,8.0,4.0,2,3,2,3,2,3,2,4,3,2,7,4,6,2,3,5,3,7,4.0,1.0,,
2155,Iredell,,4,White,1,3,1,28117,6,2.0,7.0,1.0,,1,4,5,5,4,4,3,2,5,1,7,2,7,4,3,3,4,6,3.0,9.0,,
409,Mecklenburg,2.0,1,Hispanic,2,2,1,28215,1,,9.0,4.0,1.0,2,5,5,3,6,7,2,1,6,1,6,2,7,2,4,3,4,7,9.0,2.0,5.0,
1804,Cabarrus,,1,Black,3,1,2,28083,1,,1.0,5.0,3.0,2,5,4,2,6,6,3,1,5,1,7,5,6,2,2,5,3,8,7.0,1.0,8.0,
3462,Catawba,,3,White,1,6,1,28609,7,,9.0,7.0,2.0,3,8,9,1,8,6,3,3,4,2,6,3,7,1,2,5,4,6,9.0,2.0,,
3581,Catawba,,4,White,1,-99,1,28610,1,,4.0,1.0,7.0,2,5,5,3,6,3,3,1,2,2,7,2,7,2,3,5,5,5,3.0,2.0,4.0,7.0
4420,Chester,,2,Black,3,-98,3,29706,1,,4.0,,,3,5,6,4,5,6,3,1,4,1,6,1,7,5,5,3,4,7,9.0,10.0,,
3563,Catawba,,3,White,1,7,1,28601,1,,7.0,3.0,,1,5,6,1,5,5,3,4,4,1,7,2,6,1,3,5,4,1,2.0,,,
4210,Stanly,,1,White,1,2,3,28159,1,,4.0,5.0,2.0,4,2,3,1,3,5,2,1,5,2,7,3,7,4,1,4,5,4,8.0,7.0,2.0,
2418,Iredell,,3,Asian,4,4,1,28687,6,5.0,6.0,1.0,,2,9,9,3,10,10,3,1,4,1,4,1,7,4,3,5,4,2,8.0,2.0,,
3955,Cleveland,,3,White,1,1,3,28090,6,4.0,9.0,2.0,,3,7,7,5,7,7,2,3,5,1,7,2,7,3,5,5,2,7,1.0,,,
4658,Lancaster,,3,Asian,4,5,1,29720,6,5.0,5.0,3.0,,4,5,5,3,5,6,3,3,5,3,7,3,7,4,3,3,2,7,9.0,5.0,6.0,
518,Mecklenburg,2.0,2,White,1,4,1,28227,6,2.0,1.0,5.0,7.0,3,8,8,2,8,6,3,1,6,3,7,5,6,4,4,4,3,9,10.0,3.0,,
152,Mecklenburg,2.0,2,Black,3,8,1,28202,1,,7.0,1.0,3.0,2,8,9,1,7,8,3,2,5,4,7,2,6,3,2,4,3,7,6.0,8.0,10.0,
3952,Cleveland,,1,White,1,4,4,28090,3,,7.0,9.0,2.0,3,5,5,4,3,7,1,5,4,2,5,1,5,4,2,5,3,7,5.0,9.0,,
2029,Cabarrus,,2,White,1,6,1,28027,1,,1.0,9.0,2.0,3,6,6,4,4,6,2,1,6,2,7,3,6,2,3,4,5,7,4.0,6.0,8.0,
624,Mecklenburg,1.0,1,Black,3,3,2,28213,1,,5.0,9.0,2.0,3,7,7,3,5,8,3,2,5,0,6,1,6,0,2,3,5,7,9.0,2.0,3.0,
4018,Cleveland,,4,White,1,8,4,28150,1,,1.0,3.0,,3,8,8,1,7,7,2,4,6,2,6,1,7,2,2,5,4,6,5.0,8.0,9.0,
2671,York,,5,White,1,3,1,29710,6,3.0,4.0,3.0,2.0,2,9,8,4,9,8,2,2,4,1,5,1,7,5,1,5,2,7,1.0,3.0,2.0,
3362,Lincoln,,5,White,1,7,4,28092,1,,6.0,3.0,2.0,2,6,7,3,7,7,3,5,4,2,7,3,6,2,2,4,2,4,1.0,5.0,9.0,
3246,Lincoln,,5,White,1,3,4,28080,7,,3.0,9.0,4.0,2,9,10,4,8,6,3,3,6,0,7,3,6,2,4,5,2,7,8.0,9.0,6.0,2.0
2719,York,,3,Black,3,2,1,29730,5,,2.0,1.0,7.0,3,6,6,2,5,5,2,3,4,2,7,1,7,4,4,1,2,5,1.0,,,
4049,Stanly,,4,White,1,-99,2,28159,1,,2.0,3.0,7.0,2,8,8,3,8,10,3,3,4,1,7,2,7,4,2,3,1,4,3.0,7.0,5.0,
1582,Gaston,,2,White,1,1,1,28056,2,,3.0,7.0,,2,4,5,3,4,3,2,2,2,1,7,3,7,3,3,4,5,6,1.0,7.0,9.0,
4121,Stanly,,3,White,1,6,2,28159,6,3.0,5.0,,,2,8,9,3,10,9,2,1,6,2,6,2,7,4,1,5,4,6,2.0,6.0,,
3324,Lincoln,,3,White,1,8,1,28080,7,,2.0,9.0,,1,10,9,5,10,8,3,3,6,3,6,2,7,3,1,3,4,6,1.0,7.0,,
4124,Stanly,,3,White,1,8,1,28159,6,2.0,2.0,5.0,7.0,3,8,8,4,7,6,2,5,5,4,7,5,6,2,3,4,5,10,1.0,9.0,7.0,
2889,Rowan,,4,White,1,-98,1,28023,1,,6.0,5.0,1.0,2,6,7,4,7,5,2,3,4,1,7,5,7,3,2,4,3,5,6.0,4.0,9.0,
1938,Cabarrus,,2,Black,3,3,1,28025,1,,7.0,3.0,5.0,4,6,5,2,5,4,2,1,4,2,7,6,7,3,4,3,4,6,2.0,7.0,5.0,
3051,Rowan,,2,White,1,2,1,28138,1,,1.0,2.0,5.0,2,6,7,3,6,5,3,1,5,2,6,0,7,2,3,4,3,6,7.0,6.0,1.0,
2607,York,,5,White,1,3,4,29715,2,,3.0,1.0,2.0,2,9,10,2,7,10,2,4,5,2,6,3,7,2,3,5,4,6,6.0,,,
358,Mecklenburg,2.0,1,Hispanic,2,1,3,28207,2,,4.0,9.0,7.0,2,4,5,5,3,7,1,1,4,0,5,4,6,2,3,4,3,8,3.0,1.0,,
3366,Lincoln,,3,Black,3,8,3,28092,6,2.0,5.0,7.0,,1,7,6,3,6,5,1,4,6,3,6,4,6,4,4,5,5,8,1.0,4.0,2.0,
1914,Cabarrus,,5,White,1,7,4,28083,1,,2.0,5.0,,3,7,6,2,7,6,2,5,2,1,6,0,6,3,2,4,1,3,6.0,,,
4979,Anson,,3,Black,3,2,3,28170,6,4.0,3.0,2.0,7.0,3,2,2,3,2,4,2,4,4,1,7,4,7,2,3,5,4,4,9.0,2.0,7.0,
1957,Cabarrus,,3,White,1,5,3,28025,1,,3.0,4.0,9.0,3,3,4,3,2,5,1,4,4,0,6,2,6,3,2,4,5,9,1.0,9.0,,
1546,Gaston,,2,Black,3,5,1,28053,2,,2.0,8.0,6.0,2,10,10,3,10,10,3,4,4,3,5,3,6,4,4,5,4,5,3.0,4.0,,
2637,York,,2,White,1,2,1,29745,2,,1.0,5.0,3.0,3,4,5,2,4,4,2,1,6,2,6,3,6,2,2,5,3,8,9.0,3.0,1.0,
4514,Chester,,4,Black,3,4,1,29706,1,,6.0,2.0,9.0,2,7,7,3,7,7,2,3,4,2,7,3,6,1,4,5,4,3,5.0,1.0,8.0,
3091,Rowan,,3,Other,5,5,1,28138,6,3.0,3.0,6.0,2.0,2,5,5,3,5,4,3,4,6,1,6,2,7,2,3,5,5,6,8.0,3.0,4.0,
2724,York,,3,White,1,2,4,29732,2,,5.0,1.0,,4,5,5,3,6,5,1,4,6,3,7,0,7,4,3,5,4,7,7.0,8.0,,
2828,York,,1,White,1,5,2,29732,6,2.0,2.0,3.0,6.0,3,4,4,1,4,4,2,3,3,0,5,2,7,2,1,5,4,8,5.0,1.0,,
3968,Cleveland,,1,White,1,1,2,28152,7,,9.0,,,2,3,4,4,5,3,1,2,4,1,6,2,7,2,3,5,3,8,9.0,8.0,6.0,7.0
3659,Catawba,,5,White,1,5,1,28602,6,1.0,9.0,2.0,,2,7,7,2,8,7,2,5,7,2,4,1,6,4,3,5,3,4,6.0,1.0,,
1218,Union,,2,White,1,8,1,28173,3,,5.0,4.0,7.0,2,7,7,4,5,10,3,5,3,1,7,3,7,3,4,4,4,7,3.0,10.0,7.0,4.0
4012,Cleveland,,3,White,1,1,1,28164,3,,2.0,6.0,,1,5,5,2,6,4,1,3,1,1,7,3,7,1,2,4,5,6,3.0,5.0,9.0,
2446,Iredell,,1,White,1,3,4,28115,1,,5.0,2.0,6.0,4,5,5,3,4,5,3,2,4,1,6,3,7,4,2,5,3,7,3.0,2.0,1.0,
2318,Iredell,,4,White,1,4,1,28677,6,1.0,2.0,3.0,1.0,1,5,6,3,3,5,2,3,6,2,6,3,6,1,1,3,2,9,7.0,3.0,,
4232,Stanly,,5,White,1,4,4,28127,7,,7.0,,,3,9,10,3,8,10,2,5,4,2,5,1,6,2,3,4,4,10,9.0,10.0,8.0,
2189,Iredell,,3,White,1,4,1,28115,1,,2.0,1.0,,4,8,8,3,6,7,3,4,4,2,6,1,5,0,3,4,3,9,7.0,2.0,4.0,
2785,York,,2,White,1,1,1,29745,6,2.0,3.0,1.0,8.0,3,6,6,4,6,6,2,1,6,3,6,2,6,4,2,5,3,6,1.0,4.0,,
3400,Lincoln,,3,Hispanic,2,2,1,28093,6,2.0,5.0,2.0,3.0,4,6,5,3,6,6,1,1,5,2,7,2,6,4,2,3,2,8,6.0,2.0,,
4329,Chester,,4,White,1,8,4,29727,5,,5.0,3.0,1.0,1,6,5,3,6,8,2,3,6,2,5,3,6,5,3,3,3,5,8.0,1.0,,
572,Mecklenburg,2.0,3,Black,3,2,1,28282,1,,9.0,6.0,5.0,2,4,5,5,4,6,2,2,4,1,7,3,7,3,3,3,3,8,8.0,4.0,5.0,
1119,Union,,5,Black,3,6,2,28112,2,,9.0,5.0,1.0,2,7,7,3,7,6,2,3,5,5,7,3,7,4,3,3,4,10,7.0,5.0,9.0,10.0
1562,Gaston,,3,Black,3,-98,1,28054,1,,9.0,,,3,7,8,2,9,6,3,1,5,2,7,3,7,1,2,5,4,4,1.0,9.0,,
3143,Rowan,,5,White,1,5,4,28146,6,2.0,4.0,2.0,5.0,3,9,10,2,9,9,2,4,5,1,6,3,7,2,3,3,2,6,6.0,9.0,2.0,
1185,Union,,3,Black,3,8,1,28112,1,,1.0,7.0,4.0,3,6,6,3,6,8,3,4,5,2,7,3,7,2,1,5,2,6,3.0,,,
3742,Catawba,,2,White,1,-99,1,28602,1,,3.0,5.0,,1,4,4,2,4,2,2,2,4,0,5,3,7,1,3,5,3,3,5.0,4.0,,
1997,Cabarrus,,2,Hispanic,2,5,1,28075,1,,5.0,1.0,,3,2,2,3,2,3,3,5,4,1,5,1,6,2,4,4,4,8,7.0,,,
3869,Cleveland,,2,White,1,4,1,28150,2,,7.0,2.0,1.0,3,8,9,4,10,7,4,3,5,3,5,3,7,3,3,5,3,6,9.0,10.0,,
3953,Cleveland,,5,White,1,-99,4,28150,2,,4.0,9.0,3.0,3,7,6,3,5,4,1,3,4,3,5,3,5,1,2,4,4,6,9.0,,,
3404,Lincoln,,4,White,1,8,4,28080,3,,1.0,7.0,5.0,3,4,5,2,3,4,1,4,6,4,7,3,7,2,2,4,5,4,3.0,9.0,,
2240,Iredell,,3,Black,3,5,1,28115,7,,8.0,9.0,4.0,1,5,6,3,5,6,2,3,4,2,6,4,7,2,4,5,4,8,7.0,9.0,,
2391,Iredell,,2,White,1,6,3,28687,1,,2.0,1.0,4.0,1,3,3,3,5,3,2,1,5,2,7,2,7,5,2,5,5,8,1.0,10.0,,
4083,Stanly,,2,White,1,3,2,28127,6,2.0,1.0,,,3,5,4,1,7,3,3,1,4,1,7,1,7,4,3,4,2,6,2.0,1.0,10.0,7.0
1262,Union,,4,White,1,6,1,28110,6,3.0,2.0,4.0,,4,7,7,3,5,7,3,3,5,3,7,2,7,1,1,5,3,10,3.0,1.0,4.0,
963,Mecklenburg,1.0,3,Hispanic,2,8,3,28227,1,,6.0,4.0,3.0,2,4,5,3,3,5,3,5,5,2,7,4,7,5,3,4,2,6,4.0,9.0,6.0,
3781,Cleveland,,2,Black,3,5,1,28152,6,6.0,5.0,2.0,,2,7,6,3,8,6,2,3,6,2,6,3,7,4,1,5,3,5,9.0,6.0,3.0,
930,Mecklenburg,2.0,3,Black,3,2,1,28217,1,,8.0,5.0,1.0,3,4,4,3,3,6,3,4,4,1,7,3,7,2,3,4,3,8,9.0,5.0,7.0,
4522,Lancaster,,1,White,1,3,2,29714,6,2.0,1.0,2.0,,2,5,4,3,5,2,3,2,5,1,6,1,6,2,1,5,4,5,4.0,3.0,2.0,
764,Mecklenburg,1.0,2,White,1,7,1,28206,6,2.0,4.0,3.0,,2,5,6,2,3,6,3,1,5,1,7,4,7,2,5,2,2,8,3.0,7.0,,
3343,Lincoln,,3,White,1,6,1,28093,6,2.0,3.0,1.0,2.0,1,6,6,4,6,8,2,3,4,2,5,0,7,3,2,5,4,9,9.0,7.0,6.0,1.0
113,Mecklenburg,2.0,2,Hispanic,2,4,2,28207,1,,3.0,1.0,2.0,1,6,7,4,7,8,3,3,5,2,6,1,7,3,3,4,3,6,5.0,3.0,,
2546,York,,5,White,1,4,4,29745,3,,6.0,5.0,,2,6,7,3,6,6,2,1,5,1,6,1,7,4,2,4,2,9,2.0,4.0,9.0,
1298,Union,,2,White,1,3,2,28104,6,3.0,8.0,1.0,4.0,1,6,6,2,7,8,1,1,5,1,6,2,7,1,2,4,3,10,7.0,4.0,9.0,
1961,Cabarrus,,2,White,1,6,1,28081,6,3.0,3.0,,,3,6,7,3,6,6,3,5,4,0,6,2,7,2,2,5,2,8,2.0,4.0,,
237,Mecklenburg,1.0,2,White,1,5,3,28208,6,3.0,5.0,1.0,6.0,4,6,5,5,6,8,2,4,2,0,6,2,5,2,3,3,4,6,7.0,1.0,,
4497,Chester,,4,White,1,3,1,29706,6,4.0,1.0,5.0,9.0,2,5,4,2,4,4,1,3,2,1,7,3,7,3,1,5,4,8,9.0,7.0,3.0,
3971,Cleveland,,3,White,1,8,1,28086,1,,1.0,,,1,7,8,3,7,7,3,4,5,2,7,4,7,2,3,3,4,7,8.0,9.0,6.0,2.0
4680,Lancaster,,3,White,1,-98,1,29720,1,,2.0,9.0,5.0,2,9,9,2,10,10,3,4,6,3,5,1,6,2,2,5,4,5,7.0,1.0,,
2360,Iredell,,1,White,1,8,1,28687,6,5.0,3.0,2.0,,2,10,10,3,10,9,1,4,2,1,5,2,7,3,2,5,4,7,10.0,,,
1074,Union,,1,White,1,6,1,28110,6,7.0,5.0,3.0,9.0,1,5,6,3,3,7,2,4,3,0,7,3,6,2,4,5,5,8,3.0,5.0,,
4931,Anson,,3,White,1,1,1,28109,1,,2.0,9.0,6.0,3,8,8,3,10,8,2,1,6,3,7,3,7,3,3,4,3,4,2.0,,,
4662,Lancaster,,4,White,1,8,4,29720,1,,1.0,4.0,5.0,2,5,6,1,5,5,1,5,5,4,6,5,6,1,5,4,3,7,1.0,,,
423,Mecklenburg,2.0,5,Black,3,-99,4,28216,1,,1.0,4.0,2.0,3,8,8,3,7,9,3,4,6,2,7,2,6,1,3,3,2,9,5.0,1.0,,
3622,Catawba,,1,White,1,-99,3,28602,3,,1.0,,,2,8,7,3,9,6,2,1,2,0,6,2,7,1,3,5,3,3,7.0,5.0,,
4084,Stanly,,3,White,1,7,1,28159,3,,3.0,,,2,8,8,5,8,6,3,2,6,4,7,4,7,2,1,5,5,4,4.0,2.0,,
2964,Rowan,,5,White,1,6,4,28144,3,,6.0,4.0,3.0,4,7,7,2,7,7,2,1,5,1,6,2,7,3,4,3,4,8,9.0,5.0,7.0,4.0
1537,Gaston,,2,White,1,8,2,28052,1,,8.0,6.0,,2,3,3,4,4,7,1,5,3,1,6,4,6,1,3,4,3,6,4.0,1.0,,
445,Mecklenburg,1.0,4,White,1,6,1,28213,2,,9.0,7.0,,3,5,5,3,4,3,3,4,4,1,7,1,5,2,3,4,2,6,4.0,1.0,,
3386,Lincoln,,2,White,1,5,2,28093,6,2.0,4.0,,,2,5,5,3,5,4,2,1,4,2,4,0,6,2,2,5,5,9,9.0,2.0,,
3785,Cleveland,,5,White,1,5,4,28086,1,,1.0,3.0,5.0,2,6,5,2,8,6,1,3,5,2,7,3,7,4,1,4,3,5,8.0,3.0,,
